Name,Red,Blue,Done#,
Cash,4723,4206,
Baltimore & Ohio,10,0,
Boston & Maine,0,10,
Chesapeake & Ohio,0,10,
Illinois Central,0,10,
Erie,2,8,
New York Central,0,10,
Nickel Plate,10,0,
New York New Haven & Hartford,1,9,
Pennsylvania,10,0,
Wabash,10,0,
Baltimore & Ohio,0,0,
Boston & Maine,0,0,
Chesapeake & Ohio,0,0,
Illinois Central,0,0,
Erie,0,0,
New York Central,0,0,
Nickel Plate,0,0,
New York New Haven & Hartford,0,0,
Pennsylvania,0,0,
Wabash,0,0,
Names,Baltimore & Ohio,Boston & Maine,Chesapeake & Ohio,Illinois Central,Erie,New York Central,Nickel Plate,New York New Haven & Hartford,Pennsylvania,Wabash,
00B2D4F8,Albany,Augusta,Baltimore,Boston,Buffalo,Burlington,Cairo,Chicago,Cincinnati,Cleveland,
00B2D520,Albany,Augusta,Baltimore,Boston,Buffalo,Burlington,Cairo,Chicago,Cincinnati,Cleveland,
00B2D548,Albany,Augusta,Baltimore,Boston,Buffalo,Burlington,Cairo,Chicago,Cincinnati,Cleveland,
00B2D570,Albany,Augusta,Baltimore,Boston,Buffalo,Burlington,Cairo,Chicago,Cincinnati,Cleveland,
00B2D598,Albany,Augusta,Baltimore,Boston,Buffalo,Burlington,Cairo,Chicago,Cincinnati,Cleveland,
00B2D5C0,Albany,Augusta,Baltimore,Boston,Buffalo,Burlington,Cairo,Chicago,Cincinnati,Cleveland,
00B2D5E8,Albany,Augusta,Baltimore,Boston,Buffalo,Burlington,Cairo,Chicago,Cincinnati,Cleveland,
00B2D610,Albany,Augusta,Baltimore,Boston,Buffalo,Burlington,Cairo,Chicago,Cincinnati,Cleveland,
00B2D638,Albany,Augusta,Baltimore,Boston,Buffalo,Burlington,Cairo,Chicago,Cincinnati,Cleveland,
00B2D660,Albany,Augusta,Baltimore,Boston,Buffalo,Burlington,Cairo,Chicago,Cincinnati,Cleveland,
00B2D688,Albany,Augusta,Baltimore,Boston,Buffalo,Burlington,Cairo,Chicago,Cincinnati,Cleveland,
00B2D6B0,Albany,Augusta,Baltimore,Boston,Buffalo,Burlington,Cairo,Chicago,Cincinnati,Cleveland,
00B2D6D8,Albany,Augusta,Baltimore,Boston,Buffalo,Burlington,Cairo,Chicago,Cincinnati,Cleveland,
00B2D700,Albany,Augusta,Baltimore,Boston,Buffalo,Burlington,Cairo,Chicago,Cincinnati,Cleveland,
00B2D728,Albany,Augusta,Baltimore,Boston,Buffalo,Burlington,Cairo,Chicago,Cincinnati,Cleveland,
00B2D750,Albany,Augusta,Baltimore,Boston,Buffalo,Burlington,Cairo,Chicago,Cincinnati,Cleveland,
00B2D778,Albany,Augusta,Baltimore,Boston,Buffalo,Burlington,Cairo,Chicago,Cincinnati,Cleveland,
00B2D7A0,Albany,Augusta,Baltimore,Boston,Buffalo,Burlington,Cairo,Chicago,Cincinnati,Cleveland,
00B2D7C8,Coal1,Coal2,Coal3,Coal4,Coal5,(,,,,,
00B2D7F0,Coal1,Coal2,Coal3,Coal4,Coal5,(,,,,,
00B2D818,Coal1,Coal2,Coal3,Coal4,Coal5,(,,,,,
00B2D840,Coal1,Coal2,Coal3,Coal4,Coal5,(,,,,,
00B2D868,Coal1,Coal2,Coal3,Coal4,Coal5,(,,,,,
1,0,0,-1,0,0,0,0,0,0,0,
2,-1,0,0,0,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,-1,0,
4,0,0,0,0,0,0,0,-1,0,0,
5,0,0,0,0,0,0,0,-1,0,0,
6,0,0,0,0,0,0,0,0,-1,0,
7,0,0,0,0,0,0,0,-1,0,0,
8,0,0,0,0,0,0,0,-1,0,0,
9,-1,0,0,0,0,0,0,0,0,0,
10,0,0,0,0,0,0,0,0,-1,0,
11,0,0,-1,0,0,0,0,0,0,0,
12,0,0,0,0,0,1,0,0,0,0,
13,-1,0,0,0,0,0,0,0,0,0,
14,0,0,0,0,0,1,0,0,0,0,
15,1,0,0,0,0,0,0,0,0,0,
16,0,0,0,0,0,0,-1,0,0,0,
17,0,0,0,-1,0,0,0,0,0,0,
18,0,0,0,0,0,0,0,0,-1,0,
19,0,0,0,0,0,1,0,0,0,0,
20,1,0,0,0,0,0,0,0,0,0,
21,0,0,0,0,0,0,1,0,0,0,
22,0,0,0,1,0,0,0,0,0,0,
23,0,0,0,0,0,0,0,0,0,-1,
24,0,0,0,0,1,0,0,0,0,0,
25,0,0,0,0,0,0,0,1,0,0,
26,0,0,0,0,0,0,0,0,0,1,
27,0,1,0,0,0,0,0,0,0,0,
28,0,0,1,0,0,0,0,0,0,0,
29,0,0,0,0,0,0,0,0,1,0,
30,0,0,0,0,0,0,0,0,0,0,
Round,3, 
Turn,9, 
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,
