Round,Turn,Entity,Courtney cash,Jeff cash,Michael cash,Matthew cash,Courtney net,Jeff net,Michael net,Matthew net,Baltimore & Ohio cash,Boston & Maine cash,Chesapeake & Ohio cash,Illinois Central cash,Erie cash,New York Central cash,Nickel Plate cash,New York New Haven & Hartford cash,Pennsylvania cash,Wabash cash,Norfolk & Western cash,Baltimore & Ohio np,Boston & Maine np,Chesapeake & Ohio np,Illinois Central np,Erie np,New York Central np,Nickel Plate np,New York New Haven & Hartford np,Pennsylvania np,Wabash np,Norfolk & Western np,Baltimore & Ohio val,Boston & Maine val,Chesapeake & Ohio val,Illinois Central val,Erie val,New York Central val,Nickel Plate val,New York New Haven & Hartford val,Pennsylvania val,Wabash val,Norfolk & Western val,Baltimore & Ohio pps,Boston & Maine pps,Chesapeake & Ohio pps,Illinois Central pps,Erie pps,New York Central pps,Nickel Plate pps,New York New Haven & Hartford pps,Pennsylvania pps,Wabash pps,Norfolk & Western pps,Baltimore & Ohio sh,Boston & Maine sh,Chesapeake & Ohio sh,Illinois Central sh,Erie sh,New York Central sh,Nickel Plate sh,New York New Haven & Hartford sh,Pennsylvania sh,Wabash sh,Norfolk & Western sh,Baltimore & Ohio or,Boston & Maine or,Chesapeake & Ohio or,Illinois Central or,Erie or,New York Central or,Nickel Plate or,New York New Haven & Hartford or,Pennsylvania or,Wabash or,Norfolk & Western or,Train 
1,0,Michael,25,15,15,255,375,375,365,375,600,360,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,34,34,34,34,34,34,55,34,34,0,0,0,0,0,0,0,0,-5,0,0,0,4,10,10,10,10,10,10,6,10,10,0,0,0,0,0,0,0,0,0,0,0,1
1,1,Matthew,25,15,15,15,375,375,365,375,600,360,240,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,34,34,34,34,34,55,34,34,0,0,0,0,0,0,0,0,-5,0,0,0,4,6,10,10,10,10,10,6,10,10,0,0,0,0,0,0,0,0,0,0,0,1
1,2,Jeff,25,15,15,15,375,375,365,375,600,360,240,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,34,34,34,34,34,55,34,34,0,0,0,0,0,0,0,0,-5,0,0,0,4,6,10,10,10,10,10,6,10,10,0,0,0,0,0,0,0,0,0,0,0,1
1,3,Courtney,25,15,15,15,375,375,365,375,600,360,240,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,34,34,34,34,34,55,34,34,0,0,0,0,0,0,0,0,-5,0,0,0,4,6,10,10,10,10,10,6,10,10,0,0,0,0,0,0,0,0,0,0,0,1
1,0,Michael,25,15,15,15,375,375,365,375,600,360,240,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,34,34,34,34,34,55,34,34,0,0,0,0,0,0,0,0,-5,0,0,0,4,6,10,10,10,10,10,6,10,10,0,0,0,0,0,0,0,0,0,0,0,1
1,1,Matthew,25,15,15,15,375,375,365,375,600,360,240,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,34,34,34,34,34,55,34,34,0,0,0,0,0,0,0,0,-5,0,0,0,4,6,10,10,10,10,10,6,10,10,0,0,0,0,0,0,0,0,0,0,0,1
1,2,Jeff,25,15,15,15,375,375,365,375,600,360,240,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,34,34,34,34,34,55,34,34,0,0,0,0,0,0,0,0,-5,0,0,0,4,6,10,10,10,10,10,6,10,10,0,0,0,0,0,0,0,0,0,0,0,1
1,3,Courtney,25,15,15,15,375,375,365,375,600,360,240,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,34,34,34,34,34,55,34,34,0,0,0,0,0,0,0,0,-5,0,0,0,4,6,10,10,10,10,10,6,10,10,0,0,0,0,0,0,0,0,0,0,0,1
2,0,Baltimore & Ohio,29,15,19,17,403,375,393,389,490,360,240,0,0,0,0,0,260,0,0,10,0,0,0,0,0,0,0,0,0,0,66,60,60,34,34,34,34,34,55,34,34,7,0,0,0,0,0,0,0,0,0,0,0,4,6,10,10,10,10,10,6,10,10,0,0,0,0,0,0,0,0,0,0,0,2
2,1,Boston & Maine,29,21,19,17,403,417,393,389,490,269,240,0,0,0,0,0,260,0,0,10,10,0,0,0,0,0,0,0,0,0,66,66,60,34,34,34,34,34,55,34,34,7,7,0,0,0,0,0,0,0,0,0,0,4,6,10,10,10,10,10,6,10,10,0,0,0,0,0,0,0,0,0,0,0,3
2,2,Chesapeake & Ohio,29,21,19,25,403,417,393,421,490,269,152,0,0,0,0,0,260,0,0,10,10,20,0,0,0,0,0,0,0,0,66,66,66,34,34,34,34,34,55,34,34,7,7,8,0,0,0,0,0,0,0,0,0,4,6,10,10,10,10,10,6,10,10,0,0,0,0,0,0,0,0,0,0,0,4
2,3,Pennsylvania,33,21,23,25,417,417,407,421,490,269,152,0,0,0,0,0,167,0,0,10,10,20,0,0,0,0,0,20,0,0,66,66,66,34,34,34,34,34,60,34,34,7,7,8,0,0,0,0,0,7,0,0,0,4,6,10,10,10,10,10,6,10,10,0,0,0,0,0,0,0,0,0,0,0,5
3,0,Baltimore & Ohio,37,21,27,27,421,417,411,423,470,269,152,0,0,0,0,0,167,0,0,10,10,20,0,0,0,0,0,20,0,0,66,66,66,34,34,34,34,34,60,34,34,1,0,0,0,0,0,0,0,0,0,0,0,4,6,10,10,10,10,10,6,10,10,0,0,0,0,0,0,0,0,0,0,0,5
3,1,Boston & Maine,37,33,27,27,421,477,411,423,470,247,152,0,0,0,0,0,167,0,0,10,20,20,0,0,0,0,0,20,0,0,66,74,66,34,34,34,34,34,60,34,34,1,10,0,0,0,0,0,0,0,0,0,0,4,6,10,10,10,10,10,6,10,10,0,0,0,0,0,0,0,0,0,0,0,5
3,2,Chesapeake & Ohio,37,33,27,35,421,477,411,431,470,247,154,0,0,0,0,0,167,0,0,10,20,20,0,0,0,0,0,20,0,0,66,74,66,34,34,34,34,34,60,34,34,1,10,2,0,0,0,0,0,0,0,0,0,4,6,10,10,10,10,10,6,10,10,0,0,0,0,0,0,0,0,0,0,0,5
3,3,Pennsylvania,41,33,31,35,425,477,415,431,470,247,154,0,0,0,0,0,159,0,0,10,20,20,0,0,0,0,0,20,0,0,66,74,66,34,34,34,34,34,60,34,34,1,10,2,0,0,0,0,0,2,0,0,0,4,6,10,10,10,10,10,6,10,10,0,0,0,0,0,0,0,0,0,0,0,5
1,0,Michael,41,33,31,35,425,477,415,431,470,247,154,0,0,0,0,0,159,0,0,10,20,20,0,0,0,0,0,20,0,0,66,74,66,34,34,34,34,34,60,34,34,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,10,10,10,10,6,10,10,0,0,0,0,0,0,0,0,0,0,0,5
1,1,Jeff,41,33,31,35,425,477,415,431,470,247,154,0,0,0,0,0,159,0,0,10,20,20,0,0,0,0,0,20,0,0,66,74,66,34,34,34,34,34,60,34,34,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,10,10,10,10,6,10,10,0,0,0,0,0,0,0,0,0,0,0,5
1,2,Matthew,41,33,31,35,425,477,415,431,470,247,154,0,0,0,0,0,159,0,0,10,20,20,0,0,0,0,0,20,0,0,66,74,66,34,34,34,34,34,60,34,34,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,10,10,10,10,6,10,10,0,0,0,0,0,0,0,0,0,0,0,5
1,3,Courtney,41,33,31,35,425,477,415,431,470,247,154,0,0,0,0,0,159,0,0,10,20,20,0,0,0,0,0,20,0,0,66,74,66,34,34,34,34,34,60,34,34,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,10,10,10,10,6,10,10,0,0,0,0,0,0,0,0,0,0,0,5
2,0,Boston & Maine,41,51,31,35,425,543,415,431,470,139,154,0,0,0,0,0,159,0,0,10,30,20,0,0,0,0,0,20,0,0,66,82,66,34,34,34,34,34,60,34,34,0,11,0,0,0,0,0,0,0,0,0,0,4,6,10,10,10,10,10,6,10,10,0,0,0,0,0,0,0,0,0,0,0,6
2,1,Baltimore & Ohio,45,51,35,37,429,543,419,433,410,139,154,0,0,0,0,0,159,0,0,10,30,20,0,0,0,0,0,20,0,0,66,82,66,34,34,34,34,34,60,34,34,1,11,0,0,0,0,0,0,0,0,0,0,4,6,10,10,10,10,10,6,10,10,0,0,0,0,0,0,0,0,0,0,0,6
2,2,Chesapeake & Ohio,45,51,35,45,429,543,419,441,410,139,146,0,0,0,0,0,159,0,0,10,30,20,0,0,0,0,0,20,0,0,66,82,66,34,34,34,34,34,60,34,34,1,11,2,0,0,0,0,0,0,0,0,0,4,6,10,10,10,10,10,6,10,10,0,0,0,0,0,0,0,0,0,0,0,6
2,3,Pennsylvania,49,51,39,45,433,543,423,441,410,139,146,0,0,0,0,0,91,0,0,10,30,20,0,0,0,0,0,20,0,0,66,82,66,34,34,34,34,34,60,34,34,1,11,2,0,0,0,0,0,2,0,0,0,4,6,10,10,10,10,10,6,10,10,0,0,0,0,0,0,0,0,0,0,0,6
3,0,Boston & Maine,49,75,39,45,433,621,423,441,410,155,146,0,0,0,0,0,91,0,0,10,40,20,0,0,0,0,0,20,0,0,66,91,66,34,34,34,34,34,60,34,34,0,13,0,0,0,0,0,0,0,0,0,0,4,6,10,10,10,10,10,6,10,10,0,0,0,0,0,0,0,0,0,0,0,6
3,1,Baltimore & Ohio,69,75,59,55,485,621,475,467,410,155,146,0,0,0,0,0,91,0,0,50,40,20,0,0,0,0,0,20,0,0,74,91,66,34,34,34,34,34,60,34,34,13,13,0,0,0,0,0,0,0,0,0,0,4,6,10,10,10,10,10,6,10,10,0,0,0,0,0,0,0,0,0,0,0,6
3,2,Chesapeake & Ohio,69,75,59,63,485,621,475,475,410,155,78,0,0,0,0,0,91,0,0,50,40,20,0,0,0,0,0,20,0,0,74,91,66,34,34,34,34,34,60,34,34,13,13,2,0,0,0,0,0,0,0,0,0,4,6,10,10,10,10,10,6,10,10,0,0,0,0,0,0,0,0,0,0,0,6
3,3,Pennsylvania,77,75,67,63,505,621,495,475,410,155,78,0,0,0,0,0,115,0,0,50,40,20,0,0,0,0,0,40,0,0,74,91,66,34,34,34,34,34,66,34,34,13,13,2,0,0,0,0,0,10,0,0,0,4,6,10,10,10,10,10,6,10,10,0,0,0,0,0,0,0,0,0,0,0,6
1,0,Matthew,77,75,67,13,473,621,463,475,410,155,276,0,0,0,0,0,115,0,0,50,40,20,0,0,0,0,0,40,0,0,66,91,66,34,34,34,34,34,66,34,34,-8,0,0,0,0,0,0,0,0,0,0,0,4,3,10,10,10,10,10,6,10,10,2,0,0,0,0,0,0,0,0,0,0,6
1,1,Michael,77,75,67,13,473,621,463,475,278,155,276,0,0,0,0,0,115,0,0,50,40,20,0,0,0,0,0,40,0,0,66,91,66,34,34,34,34,34,66,34,34,-8,0,0,0,0,0,0,0,0,0,0,2,4,3,10,10,10,10,10,6,10,10,0,0,0,0,0,0,0,0,0,0,0,6
1,2,Jeff,77,75,67,13,473,621,463,475,278,155,276,0,0,0,0,0,115,0,0,50,40,20,0,0,0,0,0,40,0,0,66,91,66,34,34,34,34,34,66,34,34,-8,0,0,0,0,0,0,0,0,0,0,2,4,3,10,10,10,10,10,6,10,10,0,0,0,0,0,0,0,0,0,0,0,6
1,3,Courtney,11,75,67,13,473,621,463,475,278,155,276,0,0,0,0,0,181,0,0,50,40,20,0,0,0,0,0,40,0,0,66,91,66,34,34,34,34,34,66,34,34,-8,0,0,0,0,0,0,0,0,0,0,2,4,3,10,10,10,10,10,5,10,10,0,0,0,0,0,0,0,0,0,0,0,6
1,0,Matthew,11,75,67,13,473,621,463,475,278,155,276,0,0,0,0,0,181,0,0,50,40,20,0,0,0,0,0,40,0,0,66,91,66,34,34,34,34,34,66,34,34,-8,0,0,0,0,0,0,0,0,0,0,2,4,3,10,10,10,10,10,5,10,10,0,0,0,0,0,0,0,0,0,0,0,6
1,1,Michael,11,75,1,13,473,621,463,475,278,155,276,0,0,0,0,0,247,0,0,50,40,20,0,0,0,0,0,40,0,0,66,91,66,34,34,34,34,34,66,34,34,-8,0,0,0,0,0,0,0,0,0,0,2,4,3,10,10,10,10,10,4,10,10,0,0,0,0,0,0,0,0,0,0,0,6
1,2,Jeff,11,266,1,13,473,612,463,475,278,155,276,0,0,0,0,0,511,0,0,50,40,20,0,0,0,0,0,40,0,0,66,82,66,34,34,34,34,34,66,34,34,-8,-9,0,0,0,0,0,0,0,0,0,2,4,3,10,10,10,10,10,0,10,10,0,5,0,0,0,0,0,0,0,0,0,6
1,3,Courtney,11,266,1,13,473,612,463,475,278,155,276,0,0,0,0,0,511,0,0,50,40,20,0,0,0,0,0,40,0,0,66,82,66,34,34,34,34,34,66,34,34,-8,-9,0,0,0,0,0,0,0,0,0,2,4,3,10,10,10,10,10,0,10,10,0,5,0,0,0,0,0,0,0,0,0,6
1,0,Matthew,11,266,1,13,473,612,463,475,278,155,276,0,0,0,0,0,511,0,0,50,40,20,0,0,0,0,0,40,0,0,66,82,66,34,34,34,34,34,66,34,34,-8,-9,0,0,0,0,0,0,0,0,0,2,4,3,10,10,10,10,10,0,10,10,0,5,0,0,0,0,0,0,0,0,0,6
1,1,Michael,11,266,1,13,473,612,463,475,278,155,276,0,0,0,0,0,511,0,0,50,40,20,0,0,0,0,0,40,0,0,66,82,66,34,34,34,34,34,66,34,34,-8,-9,0,0,0,0,0,0,0,0,0,2,4,3,10,10,10,10,10,0,10,10,0,5,0,0,0,0,0,0,0,0,0,6
1,2,Jeff,11,134,1,13,473,612,463,475,410,155,276,0,0,0,0,0,511,0,0,50,40,20,0,0,0,0,0,40,0,0,66,82,66,34,34,34,34,34,66,34,34,-8,-9,0,0,0,0,0,0,0,0,0,0,4,3,10,10,10,10,10,0,10,10,0,5,0,0,0,0,0,0,0,0,0,6
1,3,Courtney,11,134,1,13,473,612,463,475,410,155,276,0,0,0,0,0,511,0,0,50,40,20,0,0,0,0,0,40,0,0,66,82,66,34,34,34,34,34,66,34,34,-8,-9,0,0,0,0,0,0,0,0,0,0,4,3,10,10,10,10,10,0,10,10,0,5,0,0,0,0,0,0,0,0,0,6
1,0,Matthew,11,134,1,13,473,612,463,475,410,155,276,0,0,0,0,0,511,0,0,50,40,20,0,0,0,0,0,40,0,0,66,82,66,34,34,34,34,34,66,34,34,-8,-9,0,0,0,0,0,0,0,0,0,0,4,3,10,10,10,10,10,0,10,10,0,5,0,0,0,0,0,0,0,0,0,6
1,1,Michael,11,134,1,13,473,612,463,475,410,155,276,0,0,0,0,0,511,0,0,50,40,20,0,0,0,0,0,40,0,0,66,82,66,34,34,34,34,34,66,34,34,-8,-9,0,0,0,0,0,0,0,0,0,0,4,3,10,10,10,10,10,0,10,10,0,5,0,0,0,0,0,0,0,0,0,6
1,2,Jeff,11,2,1,13,473,612,463,475,410,155,408,0,0,0,0,0,511,0,0,50,40,20,0,0,0,0,0,40,0,0,66,82,66,34,34,34,34,34,66,34,34,-8,-9,0,0,0,0,0,0,0,0,0,0,4,1,10,10,10,10,10,0,10,10,0,5,0,0,0,0,0,0,0,0,0,6
1,3,Courtney,11,2,1,13,473,612,463,475,410,155,408,0,0,0,0,0,511,0,0,50,40,20,0,0,0,0,0,40,0,0,66,82,66,34,34,34,34,34,66,34,34,-8,-9,0,0,0,0,0,0,0,0,0,0,4,1,10,10,10,10,10,0,10,10,0,5,0,0,0,0,0,0,0,0,0,6
1,0,Matthew,11,2,1,13,473,612,463,475,410,155,408,0,0,0,0,0,511,0,0,50,40,20,0,0,0,0,0,40,0,0,66,82,66,34,34,34,34,34,66,34,34,-8,-9,0,0,0,0,0,0,0,0,0,0,4,1,10,10,10,10,10,0,10,10,0,5,0,0,0,0,0,0,0,0,0,6
1,1,Michael,11,2,1,13,473,612,463,475,410,155,408,0,0,0,0,0,511,0,0,50,40,20,0,0,0,0,0,40,0,0,66,82,66,34,34,34,34,34,66,34,34,-8,-9,0,0,0,0,0,0,0,0,0,0,4,1,10,10,10,10,10,0,10,10,0,5,0,0,0,0,0,0,0,0,0,6
1,2,Jeff,11,2,1,13,473,612,463,475,410,155,408,0,0,0,0,0,511,0,0,50,40,20,0,0,0,0,0,40,0,0,66,82,66,34,34,34,34,34,66,34,34,-8,-9,0,0,0,0,0,0,0,0,0,0,4,1,10,10,10,10,10,0,10,10,0,5,0,0,0,0,0,0,0,0,0,6
1,2,Jeff,11,2,1,13,473,612,463,475,410,73,408,0,0,0,0,0,511,0,0,50,40,20,0,0,0,0,0,40,0,0,66,82,66,34,34,34,34,34,66,34,34,-8,-9,0,0,0,0,0,0,0,0,0,0,5,1,10,10,10,10,10,0,10,10,0,4,0,0,0,0,0,0,0,0,0,6
1,3,Courtney,11,2,1,13,473,612,463,475,410,73,408,0,0,0,0,0,511,0,0,50,40,20,0,0,0,0,0,40,0,0,66,82,66,34,34,34,34,34,66,34,34,-8,-9,0,0,0,0,0,0,0,0,0,0,5,1,10,10,10,10,10,0,10,10,0,4,0,0,0,0,0,0,0,0,0,6
1,0,Matthew,11,2,1,13,473,612,463,475,410,73,408,0,0,0,0,0,511,0,0,50,40,20,0,0,0,0,0,40,0,0,66,82,66,34,34,34,34,34,66,34,34,-8,-9,0,0,0,0,0,0,0,0,0,0,5,1,10,10,10,10,10,0,10,10,0,4,0,0,0,0,0,0,0,0,0,6
1,1,Michael,11,2,1,13,473,612,463,475,410,73,408,0,0,0,0,0,511,0,0,50,40,20,0,0,0,0,0,40,0,0,66,82,66,34,34,34,34,34,66,34,34,-8,-9,0,0,0,0,0,0,0,0,0,0,5,1,10,10,10,10,10,0,10,10,0,4,0,0,0,0,0,0,0,0,0,6
1,2,Jeff,11,2,1,13,473,612,463,475,410,73,408,0,0,0,0,0,511,0,0,50,40,20,0,0,0,0,0,40,0,0,66,82,66,34,34,34,34,34,66,34,34,-8,-9,0,0,0,0,0,0,0,0,0,0,5,1,10,10,10,10,10,0,10,10,0,4,0,0,0,0,0,0,0,0,0,6
1,3,Courtney,11,2,1,13,473,612,463,475,410,73,408,0,0,0,0,0,511,0,0,50,40,20,0,0,0,0,0,40,0,0,66,82,66,34,34,34,34,34,66,34,34,-8,-9,0,0,0,0,0,0,0,0,0,0,5,1,10,10,10,10,10,0,10,10,0,4,0,0,0,0,0,0,0,0,0,6
2,0,Boston & Maine,11,2,1,13,473,604,463,475,410,113,408,0,0,0,0,0,511,0,0,50,40,20,0,0,0,0,0,40,0,0,66,74,66,34,34,34,34,34,66,34,34,0,0,0,0,0,0,0,0,0,0,0,0,5,1,10,10,10,10,10,0,10,10,0,4,0,0,0,0,0,0,0,0,0,6
2,1,Chesapeake & Ohio,11,14,1,55,473,632,463,573,410,113,414,0,0,0,0,0,511,0,0,50,40,60,0,0,0,0,0,40,0,0,66,74,74,34,34,34,34,34,66,34,34,0,0,14,0,0,0,0,0,0,0,0,0,5,1,10,10,10,10,10,0,10,10,0,4,0,0,0,0,0,0,0,0,0,6
2,2,Pennsylvania,38,50,28,55,524,700,514,573,410,113,414,0,0,0,0,0,251,0,0,50,40,60,0,0,0,0,0,90,0,0,66,74,74,34,34,34,34,34,74,34,34,0,0,14,0,0,0,0,0,17,0,0,0,5,1,10,10,10,10,10,0,10,10,0,4,0,0,0,0,0,0,0,0,0,7
2,3,Baltimore & Ohio,62,62,52,55,580,728,570,573,290,113,414,0,0,0,0,0,251,0,0,60,40,60,0,0,0,0,0,90,0,0,74,74,74,34,34,34,34,34,74,34,34,14,0,14,0,0,0,0,0,17,0,0,0,5,1,10,10,10,10,10,0,10,10,0,4,0,0,0,0,0,0,0,0,0,7
3,0,Boston & Maine,62,67,52,55,580,741,570,573,290,38,414,0,0,0,0,0,251,0,0,60,50,60,0,0,0,0,0,90,0,0,74,82,74,34,34,34,34,34,74,34,34,0,13,0,0,0,0,0,0,0,0,0,0,5,1,10,10,10,10,10,0,10,10,0,4,0,0,0,0,0,0,0,0,0,8
3,1,Chesapeake & Ohio,62,81,52,104,580,771,570,678,290,38,181,0,0,0,0,0,251,0,0,60,50,70,0,0,0,0,0,90,0,0,74,82,82,34,34,34,34,34,74,34,34,0,13,15,0,0,0,0,0,0,0,0,0,5,1,10,10,10,10,10,0,10,10,0,4,0,0,0,0,0,0,0,0,0,9
3,2,Pennsylvania,92,121,82,104,634,843,624,678,290,38,181,0,0,0,0,0,231,0,0,60,50,70,0,0,0,0,0,100,0,0,74,82,82,34,34,34,34,34,82,34,34,0,13,15,0,0,0,0,0,18,0,0,0,5,1,10,10,10,10,10,0,10,10,0,4,0,0,0,0,0,0,0,0,0,9
3,3,Baltimore & Ohio,128,139,118,104,702,877,692,678,290,38,181,0,0,0,0,0,231,0,0,90,50,70,0,0,0,0,0,100,0,0,82,82,82,34,34,34,34,34,82,34,34,17,13,15,0,0,0,0,0,18,0,0,0,5,1,10,10,10,10,10,0,10,10,0,4,0,0,0,0,0,0,0,0,0,9
1,0,Matthew,128,139,118,22,702,877,692,678,290,38,263,0,0,0,0,0,231,0,0,90,50,70,0,0,0,0,0,100,0,0,82,82,82,34,34,34,34,34,82,34,34,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,10,10,10,10,0,10,10,0,4,0,0,0,0,0,0,0,0,0,9
1,1,Michael,128,139,58,22,702,877,692,678,290,38,263,0,0,60,0,0,231,0,0,90,50,70,0,0,0,0,0,100,0,0,82,82,82,34,34,60,34,34,82,34,34,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,10,9,10,10,0,10,10,0,4,0,0,0,0,0,0,0,0,0,9
1,2,Courtney,8,139,58,22,702,877,692,678,290,38,263,0,0,180,0,0,231,0,0,90,50,70,0,0,0,0,0,100,0,0,82,82,82,34,34,60,34,34,82,34,34,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,10,7,10,10,0,10,10,0,4,0,0,0,0,0,0,0,0,0,9
1,3,Jeff,8,19,58,22,702,877,692,678,290,38,263,0,0,300,0,0,231,0,0,90,50,70,0,0,0,0,0,100,0,0,82,82,82,34,34,60,34,34,82,34,34,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,10,5,10,10,0,10,10,0,4,0,0,0,0,0,0,0,0,0,9
1,0,Matthew,8,19,58,22,702,877,692,678,290,38,263,0,0,300,0,0,231,0,0,90,50,70,0,0,0,0,0,100,0,0,82,82,82,34,34,60,34,34,82,34,34,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,10,5,10,10,0,10,10,0,4,0,0,0,0,0,0,0,0,0,9
